name,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Year,value
"Hyderabad, TS, India",2014-01-01,80.3,59.1,68.6,80.4,59.1,68.6,55.1,64.9,0.0,0,0.0,,0,0,21.7,11.1,111.3,1018.3,20.8,2.8,203.9,17.8,7,,2014-01-01T06:46:20,2014-01-01T17:52:51,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-02,83.9,55.5,67.6,82.2,55.5,67.5,52.1,60.7,0.0,0,0.0,,0,0,16.8,9.2,119.8,1018.7,2.7,3.0,211.1,18.3,7,,2014-01-02T06:46:41,2014-01-02T17:53:27,0.03,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-03,84.1,55.5,68.1,82.4,55.5,67.8,51.6,59.1,0.0,0,0.0,,0,0,16.8,9.2,103.7,1018.3,1.9,2.7,218.9,19.0,8,,2014-01-03T06:47:00,2014-01-03T17:54:03,0.06,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-04,83.9,53.7,68.8,83.1,53.7,68.7,54.5,62.9,0.0,0,0.0,,0,0,19.0,10.3,118.4,1017.0,8.1,2.5,213.3,18.4,8,,2014-01-04T06:47:19,2014-01-04T17:54:39,0.1,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-05,90.9,59.3,71.6,88.5,59.3,71.0,54.3,59.5,0.0,0,0.0,,0,0,18.6,8.3,147.4,1014.8,12.6,2.8,220.9,19.1,8,,2014-01-05T06:47:37,2014-01-05T17:55:16,0.13,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-06,89.3,60.9,72.6,86.7,60.9,72.1,54.2,57.4,0.0,0,0.0,,0,0,14.5,8.9,119.6,1014.8,2.1,2.9,219.3,19.0,8,,2014-01-06T06:47:53,2014-01-06T17:55:53,0.16,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-07,85.7,60.9,71.8,83.4,60.9,71.4,54.9,59.6,0.0,0,0.0,,0,0,20.1,9.1,110.3,1016.1,9.6,3.1,211.3,18.3,8,,2014-01-07T06:48:09,2014-01-07T17:56:30,0.2,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-08,84.1,57.3,70.0,82.4,57.3,69.7,54.0,60.8,0.0,0,0.0,,0,0,20.4,10.3,118.4,1017.5,1.9,3.0,223.5,19.2,8,,2014-01-08T06:48:23,2014-01-08T17:57:07,0.25,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-09,87.5,57.3,71.0,85.1,57.3,70.7,55.5,62.3,0.0,0,0.0,,0,0,16.8,8.8,128.5,1016.7,13.4,3.0,219.9,19.1,8,,2014-01-09T06:48:36,2014-01-09T17:57:44,0.26,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-10,86.1,59.1,71.2,84.8,59.1,71.1,56.5,62.6,0.0,0,0.0,,0,0,20.6,8.1,128.8,1015.9,19.6,3.0,213.3,18.5,8,,2014-01-10T06:48:49,2014-01-10T17:58:22,0.3,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-11,86.1,62.7,72.3,84.0,62.7,71.9,57.8,64.4,0.0,0,0.0,,0,0,23.5,11.6,144.4,1016.3,46.2,2.7,147.2,12.6,7,,2014-01-11T06:49:00,2014-01-11T17:58:59,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-12,87.7,60.9,73.1,85.0,60.9,72.4,54.8,57.9,0.0,0,0.0,,0,0,18.8,9.2,113.7,1017.7,26.5,3.3,209.5,18.2,8,,2014-01-12T06:49:09,2014-01-12T17:59:36,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-13,84.1,57.3,71.0,82.8,57.3,70.8,54.1,58.2,0.0,0,0.0,,0,0,21.9,12.8,110.3,1018.3,9.3,2.9,219.6,19.0,8,,2014-01-13T06:49:18,2014-01-13T18:00:14,0.4,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-14,84.3,60.9,70.5,82.2,60.9,70.2,53.6,59.0,0.0,0,0.0,,0,0,18.6,9.1,111.3,1017.3,25.1,3.1,196.6,16.9,8,,2014-01-14T06:49:26,2014-01-14T18:00:51,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-15,89.1,55.5,71.7,86.2,55.5,71.0,52.2,55.0,0.0,0,0.0,,0,0,19.9,10.1,126.5,1017.4,31.3,3.2,204.3,17.8,8,,2014-01-15T06:49:32,2014-01-15T18:01:28,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-16,89.3,60.9,72.8,87.0,60.9,72.3,54.6,56.8,0.0,0,0.0,,0,0,19.9,10.9,114.6,1018.0,25.2,3.3,207.2,17.9,8,,2014-01-16T06:49:37,2014-01-16T18:02:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-17,87.9,60.9,71.7,86.2,60.9,71.5,56.5,62.0,0.0,0,0.0,,0,0,24.2,11.9,133.0,1017.4,23.5,3.2,209.8,18.2,8,,2014-01-17T06:49:41,2014-01-17T18:02:42,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-18,82.5,60.9,70.7,82.6,60.9,70.7,57.2,64.7,0.0,0,0.0,,0,0,23.3,12.8,131.9,1017.8,35.8,2.4,182.9,15.7,8,,2014-01-18T06:49:44,2014-01-18T18:03:18,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-19,85.9,62.7,71.2,84.7,62.7,71.0,56.2,62.1,0.0,0,0.0,,0,0,22.4,10.3,121.9,1020.0,23.5,3.0,230.5,20.0,8,,2014-01-19T06:49:45,2014-01-19T18:03:55,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-20,82.5,60.9,70.1,82.8,60.9,70.1,56.6,65.0,0.0,0,0.0,,0,0,22.4,15.2,115.5,1020.1,14.1,3.0,189.8,16.4,8,,2014-01-20T06:49:45,2014-01-20T18:04:31,0.64,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-21,85.7,60.9,71.2,83.7,60.9,71.0,55.6,61.2,0.0,0,0.0,,0,0,24.6,14.6,118.8,1020.0,19.5,3.2,217.2,18.8,8,,2014-01-21T06:49:44,2014-01-21T18:05:07,0.67,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-22,83.5,57.3,70.6,82.9,57.3,70.5,56.3,63.1,0.0,0,0.0,,0,0,24.2,11.4,127.1,1018.4,37.9,3.0,180.6,15.6,7,,2014-01-22T06:49:42,2014-01-22T18:05:43,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-23,83.9,60.9,70.7,82.9,60.9,70.7,56.7,63.2,0.0,0,0.0,,0,0,20.4,11.2,117.2,1018.4,36.6,3.1,161.5,13.9,7,,2014-01-23T06:49:39,2014-01-23T18:06:18,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-24,84.1,59.1,71.0,84.2,59.1,70.8,55.5,60.9,0.0,0,0.0,,0,0,18.3,10.3,104.3,1017.1,40.7,2.8,195.3,16.8,8,,2014-01-24T06:49:34,2014-01-24T18:06:53,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-25,84.1,59.1,71.3,83.7,59.1,71.3,56.7,62.1,0.0,0,0.0,,0,0,18.3,10.3,97.3,1017.0,36.6,2.7,190.7,16.4,7,,2014-01-25T06:49:28,2014-01-25T18:07:28,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-26,85.7,60.9,71.8,83.9,60.9,71.5,55.2,59.2,0.0,0,0.0,,0,0,18.8,12.8,98.0,1017.8,15.4,2.6,224.4,19.6,8,,2014-01-26T06:49:21,2014-01-26T18:08:02,0.84,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-27,82.1,59.1,70.8,81.4,59.1,70.7,54.0,58.1,0.0,0,0.0,,0,0,22.6,12.4,72.4,1018.1,50.3,2.6,216.6,18.9,8,,2014-01-27T06:49:13,2014-01-27T18:08:36,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-28,86.9,58.0,71.6,84.5,58.0,71.3,51.6,51.3,0.0,0,0.0,,0,0,17.2,8.8,71.9,1017.6,32.8,3.0,242.8,21.0,9,,2014-01-28T06:49:03,2014-01-28T18:09:09,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-29,83.7,62.7,71.1,81.9,62.7,70.9,55.2,60.0,0.0,0,0.0,,0,0,17.0,10.3,101.5,1017.3,42.5,2.8,176.1,15.2,7,,2014-01-29T06:48:52,2014-01-29T18:09:43,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-01-30,82.5,60.9,70.5,81.8,60.9,70.3,55.4,63.4,0.0,0,0.0,,0,0,17.7,10.3,102.9,1018.0,24.8,2.7,228.1,19.7,9,,2014-01-30T06:48:40,2014-01-30T18:10:15,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-01-31,82.3,57.3,70.0,80.8,57.3,69.9,53.9,60.2,0.0,0,0.0,,0,0,18.1,10.3,90.5,1018.1,19.4,2.9,240.0,20.7,8,,2014-01-31T06:48:27,2014-01-31T18:10:47,0.0,Clear,Clear conditions throughout the day.,clear-day,"4,31,28,59,99,99,43,12,00,00,000",2014,30.0
"Hyderabad, TS, India",2014-02-01,84.3,56.2,70.7,82.6,56.2,70.5,55.4,60.8,0.0,0,0.0,,0,0,19.7,9.2,112.7,1018.1,24.0,2.7,218.1,19.0,8,,2014-02-01T06:48:13,2014-02-01T18:11:19,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,31,28,59,99,99,43,12,00,00,000",2014,30.0
"Hyderabad, TS, India",2014-02-02,84.1,62.3,71.8,82.8,62.3,71.6,57.9,64.9,0.0,0,0.0,,0,0,18.1,6.9,109.1,1016.9,9.4,2.3,238.1,20.6,8,,2014-02-02T06:47:57,2014-02-02T18:11:50,0.08,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-02-03,90.7,57.3,73.5,86.9,57.3,72.9,54.6,57.4,0.0,0,0.0,,0,0,13.0,7.7,87.7,1014.7,0.0,2.6,248.5,21.5,9,,2014-02-03T06:47:41,2014-02-03T18:12:21,0.11,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-02-04,92.7,62.7,75.6,88.4,62.7,74.4,50.0,48.5,0.0,0,0.0,,0,0,14.1,10.2,63.9,1013.5,2.0,2.8,254.6,22.0,9,,2014-02-04T06:47:23,2014-02-04T18:12:51,0.14,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-05,92.7,56.2,75.9,88.9,56.2,74.7,48.6,42.8,0.0,0,0.0,,0,0,15.7,8.1,93.4,1012.9,8.2,3.0,252.4,21.9,9,,2014-02-05T06:47:04,2014-02-05T18:13:21,0.18,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-06,92.7,58.2,76.5,89.3,58.2,75.4,50.2,44.1,0.0,0,0.0,,0,0,16.3,10.3,109.3,1013.1,3.0,3.2,254.0,22.0,9,,2014-02-06T06:46:44,2014-02-06T18:13:50,0.21,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-02-07,95.8,59.1,77.3,92.0,59.1,76.0,49.4,41.5,0.0,0,0.0,,0,0,18.3,10.3,128.7,1013.2,0.0,3.1,252.1,21.9,9,,2014-02-07T06:46:23,2014-02-07T18:14:18,0.25,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-08,95.9,61.5,78.4,91.8,61.5,76.9,46.5,36.6,0.0,0,0.0,,0,0,16.6,10.4,202.5,1012.0,0.1,3.4,253.5,22.0,9,,2014-02-08T06:46:01,2014-02-08T18:14:46,0.28,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-02-09,94.5,61.5,79.1,90.3,61.5,77.6,46.9,35.7,0.0,0,0.0,,0,0,19.0,9.7,230.7,1011.2,2.8,3.3,256.3,22.1,9,,2014-02-09T06:45:38,2014-02-09T18:15:14,0.31,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-10,96.3,62.7,78.2,91.7,62.7,76.9,49.0,41.6,0.0,0,0.0,,0,0,17.0,9.2,217.1,1011.5,0.0,3.1,257.2,22.1,9,,2014-02-10T06:45:13,2014-02-10T18:15:41,0.34,Clear,Clear conditions throughout the day.,clear-day,"4,31,28,59,99,99,43,12,00,00,000",2014,30.0
"Hyderabad, TS, India",2014-02-11,92.7,59.7,76.3,88.8,59.7,75.2,50.3,46.2,0.0,0,0.0,,0,0,17.7,8.1,234.7,1011.1,7.9,3.4,257.2,22.2,9,,2014-02-11T06:44:48,2014-02-11T18:16:07,0.38,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-12,93.3,62.7,75.5,89.7,62.7,74.5,55.2,56.6,0.0,0,0.0,,0,0,21.3,9.2,121.1,1011.1,17.4,3.1,234.2,20.1,9,,2014-02-12T06:44:22,2014-02-12T18:16:33,0.41,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-02-13,90.7,66.1,75.9,87.8,66.1,75.2,53.9,49.8,0.0,0,0.0,,0,0,29.1,12.8,139.5,1013.3,22.9,3.1,247.2,21.3,9,,2014-02-13T06:43:54,2014-02-13T18:16:59,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,31,28,59,99,99,43,12,00,00,000",2014,30.0
"Hyderabad, TS, India",2014-02-14,88.7,66.3,75.0,87.5,66.3,74.9,59.8,62.2,0.004,100,4.17,rain,0,0,22.8,11.4,164.9,1014.1,52.8,3.1,162.6,14.0,6,,2014-02-14T06:43:26,2014-02-14T18:17:24,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"4,31,28,59,99,99,43,12,00,00,000",2014,30.0
"Hyderabad, TS, India",2014-02-15,86.1,66.3,75.1,85.6,66.3,74.9,60.4,63.6,0.024,100,12.5,rain,0,0,19.7,11.4,196.7,1012.1,64.9,3.0,202.6,17.4,7,,2014-02-15T06:42:57,2014-02-15T18:17:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-16,84.1,66.1,74.4,81.8,66.1,73.9,52.7,51.9,0.0,0,0.0,,0,0,20.4,11.4,291.4,1012.8,44.9,3.4,167.3,14.5,7,,2014-02-16T06:42:27,2014-02-16T18:18:12,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-02-17,85.7,59.7,73.3,82.9,59.7,72.7,46.8,40.2,0.0,0,0.0,,0,0,22.8,13.8,29.3,1016.9,31.4,3.2,260.0,22.4,9,,2014-02-17T06:41:55,2014-02-17T18:18:35,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,31,28,59,99,99,43,12,00,00,000",2014,30.0
"Hyderabad, TS, India",2014-02-18,85.7,59.1,72.2,82.6,59.1,71.5,41.8,35.8,0.0,0,0.0,,0,0,20.8,13.9,80.3,1018.2,0.0,3.5,270.2,23.2,9,,2014-02-18T06:41:23,2014-02-18T18:18:58,0.61,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-19,89.3,62.7,73.7,87.2,62.7,73.4,55.1,55.3,0.0,0,0.0,,0,0,19.2,11.1,118.0,1016.5,27.4,3.2,227.9,19.7,9,,2014-02-19T06:40:51,2014-02-19T18:19:20,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-20,90.9,64.5,75.6,89.1,64.5,75.3,59.7,62.1,0.0,0,0.0,,0,0,23.0,10.3,117.0,1015.2,20.4,3.2,250.0,21.6,9,,2014-02-20T06:40:17,2014-02-20T18:19:41,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-02-21,90.9,64.5,76.3,90.2,64.5,76.2,60.7,62.2,0.0,0,0.0,,0,0,17.9,8.1,133.9,1016.1,38.2,3.0,205.6,17.7,8,,2014-02-21T06:39:42,2014-02-21T18:20:03,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-22,87.9,66.3,76.5,86.2,66.3,76.1,57.6,54.8,0.0,0,0.0,,0,0,18.6,9.3,142.4,1016.1,36.4,3.3,223.5,19.2,9,,2014-02-22T06:39:07,2014-02-22T18:20:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-23,87.5,66.3,75.5,86.9,66.3,75.3,60.0,61.2,0.0,0,0.0,,0,0,21.3,12.8,120.5,1016.2,20.2,3.4,241.4,20.7,9,,2014-02-23T06:38:31,2014-02-23T18:20:43,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-02-24,85.9,64.5,74.3,85.2,64.5,74.2,59.8,63.7,0.0,0,0.0,,0,0,25.3,15.0,111.0,1017.7,5.6,3.2,265.4,23.0,9,,2014-02-24T06:37:54,2014-02-24T18:21:03,0.82,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-25,87.5,64.3,74.4,86.9,64.3,74.2,59.5,63.8,0.0,0,0.0,,0,0,23.9,13.8,116.7,1017.7,14.1,3.3,268.5,23.3,9,,2014-02-25T06:37:16,2014-02-25T18:21:22,0.86,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-02-26,91.1,60.9,74.7,87.3,60.9,73.8,53.9,56.0,0.0,0,0.0,,0,0,23.5,13.9,118.7,1016.4,11.2,3.4,270.5,23.4,9,,2014-02-26T06:36:38,2014-02-26T18:21:41,0.89,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-02-27,90.9,66.3,76.8,88.3,66.3,76.2,57.7,55.5,0.0,0,0.0,,0,0,18.1,11.4,126.9,1015.2,27.6,3.6,251.8,21.7,9,,2014-02-27T06:35:59,2014-02-27T18:21:59,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-02-28,89.1,64.5,75.5,88.4,64.5,75.4,59.7,60.3,0.0,0,0.0,,0,0,19.7,12.5,114.8,1014.7,43.3,3.6,230.5,19.9,9,,2014-02-28T06:35:20,2014-02-28T18:22:17,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-03-01,87.3,68.1,75.2,88.9,68.1,75.6,63.7,69.3,0.04,100,29.17,rain,0,0,22.4,11.4,131.1,1014.5,62.5,3.1,168.3,14.4,6,,2014-03-01T06:34:39,2014-03-01T18:22:35,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-03-02,85.5,66.3,71.8,87.9,66.3,72.1,66.0,83.7,0.276,100,4.17,rain,0,0,15.9,15.0,89.2,1014.8,53.0,2.6,174.5,15.1,6,,2014-03-02T06:33:58,2014-03-02T18:22:52,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-03-03,82.5,66.3,72.8,83.5,66.3,72.9,64.3,76.1,0.06,100,45.83,rain,0,0,19.2,12.8,90.4,1015.0,53.5,2.6,154.0,13.4,6,,2014-03-03T06:33:17,2014-03-03T18:23:08,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-03-04,82.3,64.5,69.5,83.9,64.5,69.6,63.5,82.2,1.378,100,4.17,rain,0,0,21.0,11.7,82.7,1016.3,72.8,2.4,117.9,10.1,4,,2014-03-04T06:32:35,2014-03-04T18:23:24,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-03-05,80.9,62.7,70.9,81.7,62.7,70.9,62.2,76.6,0.008,100,4.17,rain,0,0,23.0,11.4,104.3,1016.6,72.6,2.5,208.6,18.1,8,,2014-03-05T06:31:53,2014-03-05T18:23:40,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-03-06,82.1,66.3,72.1,83.1,66.3,72.2,63.2,75.0,0.0,0,0.0,,0,0,16.8,9.2,121.4,1016.3,61.1,2.9,208.5,17.9,8,,2014-03-06T06:31:10,2014-03-06T18:23:56,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-03-07,84.3,64.5,73.3,84.5,64.5,73.4,62.9,72.7,0.039,100,4.17,rain,0,0,20.4,12.9,99.1,1016.2,51.5,2.4,232.8,20.1,9,,2014-03-07T06:30:26,2014-03-07T18:24:11,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-03-08,84.3,68.1,75.6,85.6,68.1,75.8,62.6,66.7,0.0,0,0.0,,0,0,19.7,9.2,116.3,1017.7,73.4,2.9,244.7,21.2,9,,2014-03-08T06:29:42,2014-03-08T18:24:26,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,31,28,59,99,99,43,12,00,00,000",2014,30.0
"Hyderabad, TS, India",2014-03-09,87.9,64.5,74.9,86.2,64.5,74.7,60.4,63.8,0.0,0,0.0,,0,0,20.4,11.4,90.7,1017.3,58.9,3.3,242.0,20.8,9,,2014-03-09T06:28:58,2014-03-09T18:24:40,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-03-10,84.3,66.3,74.1,83.6,66.3,74.1,61.1,66.6,0.0,0,0.0,,0,0,19.7,13.9,89.1,1017.1,50.6,2.9,248.2,21.5,8,,2014-03-10T06:28:13,2014-03-10T18:24:55,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-03-11,94.3,66.3,78.9,92.0,66.3,78.3,57.6,52.2,0.0,0,0.0,,0,0,21.3,9.7,125.3,1016.5,54.1,3.3,271.2,23.3,10,,2014-03-11T06:27:28,2014-03-11T18:25:08,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-03-12,90.9,68.1,77.9,89.1,68.1,77.5,57.9,52.6,0.0,0,0.0,,0,0,21.3,8.6,119.3,1017.0,73.9,3.2,218.9,19.0,9,,2014-03-12T06:26:42,2014-03-12T18:25:22,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-03-13,94.3,69.9,80.1,90.7,69.9,78.8,53.3,44.6,0.0,0,0.0,,0,0,17.7,6.2,120.0,1017.1,40.2,3.4,273.3,23.6,10,,2014-03-13T06:25:56,2014-03-13T18:25:36,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"4,31,28,59,99,99,43,12,00,00,000",2014,30.0
"Hyderabad, TS, India",2014-03-14,94.7,65.2,80.9,93.0,65.2,80.1,55.3,43.4,0.0,0,0.0,,0,0,18.8,10.7,99.4,1016.2,11.3,3.4,276.6,23.8,10,,2014-03-14T06:25:10,2014-03-14T18:25:49,0.42,Clear,Clear conditions throughout the day.,clear-day,"43128599999,43128099999,remote",2014,30.0
"Hyderabad, TS, India",2014-03-15,98.7,68.1,83.3,96.0,68.1,82.0,53.6,39.3,0.0,0,0.0,,0,0,16.6,6.9,97.0,1017.6,9.9,3.4,272.7,23.6,9,,2014-03-15T06:24:24,2014-03-15T18:26:02,0.45,Clear,Clear conditions throughout the day.,clear-day,"43128599999,remote,43128099999",2014,30.0
"Hyderabad, TS, India",2014-03-16,96.3,70.1,83.3,94.4,70.1,82.3,55.6,41.6,0.0,0,0.0,,0,0,15.7,7.7,98.9,1018.4,24.4,3.3,260.5,22.5,9,,2014-03-16T06:23:37,2014-03-16T18:26:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43128599999,43128099999,remote",2014,30.0
